What is weight decay?	L2 regularization on the weights.<br>\(E_j = E_{j-1} + \lambda \sum_i^n w_i^2\)
What is a <b>connected graph</b>?	A graph where there is a <b>path in at least one direction between connecting every vertices </b>together.<b>&nbsp;</b>
What is a <b>strongly connected graph</b>?	A directed graph where there is a <b>path in both directions connecting all vertices </b>together.
What is a <b>vertice degree</b>&nbsp;in graph theory?	The <b>number of neighbours</b> of the vertice.
When is a graph <b>acyclic</b>?	When it has <b>no cycle</b>.
In a program memory, <b>where are disposed the .data, .text, .bss, stack, &amp; heap</b>?	"<img src=""page1-149px-Program_memory_layout.pdf.jpg"">"
What is stored in the <b>.bss</b> of a program memory?	The <b>uninitialized data</b>.
What is stored in the <b>.rodata</b>&nbsp;of a program memory?	The <b>constant data</b>.
What is stored in the <b>.data</b>&nbsp;of a program memory?	The <b>Global &amp; Static data</b>.
What is stored in the <b>.text </b>of a program memory?	The <b>executable instructions </b>of the program.
What is the formula of the <b>Pearson Correlation Coefficient</b>?	\(\rho_{x,y} = \frac{cov(x, y)}{\sigma_x \sigma_y}\)<div><br></div><div>With \(cov(x, y)\) the covariance.</div>
"What are the two contributions of ""<u>Dynamic Few-Short Visual Learning without Forgetting</u>"" (<i>Gidaris &amp; Komodakis, 2018</i>)?"	<b>Cosine similarity </b>between feature representations.<div><br></div><div>Attention-based few-shot <b>classification weight generator</b>.</div>
"What is the <b>cosine-similarity based classifier</b>&nbsp;in ""<u>Dynamic Few-Shot Visual Learning without Forgetting</u>"" (<i>Gidaris &amp; Komodakis, 2018</i>)?"	<b>L2 normalization </b>of the features &amp; the classifier weights:<div><br></div><div>\(o_k = \alpha \cdot \frac{Z_k}{\Vert Z_k \Vert }\frac{W_k}{\Vert W_k \Vert}\)</div><div><br></div><div>Followed by a <b>softmax</b>.</div><div><br></div><div>It's like the <b>cosine normalization</b>.</div>
"What is the <b>last activation of the convnet</b> in ""<u>Dynamic Few-Short Visual Learning without Forgetting</u>"" (<i>Gidaris &amp; Komodakis, 2018</i>)?"	None (aka <b>linear activation</b>) to allow the features vector to take positive &amp; negative values.
"What is the <b>classification weight generator </b>in ""<u>Dynamic Few-Short Visual Learning without Forgetting</u>"" (<i>Gidaris &amp; Komodakis, 2018</i>)?"	A method to generate weight of a classifier neuron to recognize a novel class.<div><br></div><div>\(w_{avg} = \frac{1}{N} \sum_{i=1}^N z_i\)</div><div>\(w_{att} = \frac{1}{N} \sum_{i=1}^N \sum_{b=1}^{K_{base}} \text{Att}(\phi_q z_i, k_b) \cdot w_b\)</div><div><br></div><div>\(k_b\) being a vector of the same dimension as \(w_b\) and \(\phi_*\) used for <i>indexing the memory</i>.</div><div><br></div><div>\(w = \phi_{avg} \odot w_{avg} + \phi_{att} \odot w_{att}\)</div>
"What are the <b>contributions</b> of ""<u>Low-Shot Learning from Imaginary Data</u>"" (<i>Wang et al., 2018)</i>?"	<b>Prototype matching networks</b>, a combination of Protypical Network &amp; Matching Network.<div><br></div><div><b>Hallucinator</b> / GAN to add new supports elements.</div><div><br></div><div>A <b>prior </b>between base classes &amp; novel classes.</div>
"What is the <b>hallucinator</b>&nbsp;in ""<u>Low-Shot Learning from Imaginary Data</u>"" (<i>Wang et al., 2018)?</i>"	A three layers <b>MLP</b> with ReLU: \(x' = G(x, z; W_G)\) with \(z\) a random vector.<div><br></div><div>The weights are initialized as <b>block diagonal identity matrices</b>.</div>
"What is the <b>prior</b>&nbsp;introduced in ""<u>Low-Shot Learning from Imaginary Data</u>"" (<i>Wang et al., 2018)?</i>"	"A <b>prior </b>\(\mu\)<b> between base &amp; novel classes</b>.<div><br></div><div><img src=""paste-a1c6b8ec526ff14e9d7b18b89fa798b71084d30a.jpg""><br></div>"
What is <b>Prototype Matching Network</b>?	A <b>combination</b> between Protypical Network &amp; Matching Network.<div><br></div><div>Images of the same class are <b>collapsed into their mean </b>then fed as usual to the <b>Bi-LSTM </b>of the Matching Network.</div>
What are the <b>advantages </b>of Prototype Matching Network over Matching Network?	By <b>collapsing to the mean </b>several images of a same class, it avoid to be swamped by <b>common classes</b>&nbsp;while seeing very few <b>rare classes</b>.
What is a <b>block diagonal matrix</b>?	"<img src=""paste-a179a3c3618def264ed05ac99caf46fc526dd947.jpg""><br><div>\(A\) being a <b>square matrix</b>&nbsp;and every \(A_k\) are also square matrices embedded into A.</div>"
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Change user email to &lt;dummy&gt;"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git config --global user.email dummy </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Display the git configuration"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git config --list </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Initialize git repo"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git init </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Start tracking all &lt;.py&gt; files"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git add *.py </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Commit with a message &lt;msg&gt;"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git commit -m <span style=""color: #BA2121"">""msg""</span> </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Stage all and commit"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git commit -a </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>See the state of the repo"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git status </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>See all the changes of a repo"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git diff </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Delete a file &lt;file&gt; from the file system and the git repo"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git rm file </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Delete an unstaged file &lt;file&gt; from the file system and the git repo"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git rm -f file </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Remove a file &lt;file&gt; from the stagging area without deleting it from the file system"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git rm --cached file </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Rename a file &lt;file&gt; to &lt;file2&gt;"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git mv file file2 </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>See all the past commits"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git log </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>See a summary of all past commits"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git log --pretty<span style=""color: #666666"">=</span>oneline </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Change last commit message"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git commit --amend </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Undo the last stagging for a file &lt;file&gt;"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git reset HEAD file </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Add origin url &lt;url&gt;"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git remote add origin url </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Display remote urls"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git remote -v </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Get remote files without changing local files"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git fetch origin </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Get remotes files overwritting local ones"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git pull origin </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
